# Gaia DR3 Real Star Cluster: Pleiades (M45)
# Total Stars: 1679 | 1:1 IRL Physical Units: pos=pc, vel=km/s, mass=M_sun
# Gravitational constant: G = 0.004300917 pc*(km/s)^2/M_sun | 1 time unit = 0.9778 Myr
# name,mass,x,y,z,vx,vy,vz
gaia_66567427541958784,0.1807,0.3019,4.7861,2.9325,-1.3910,-1.9015,-2.1748
gaia_64951626483855744,0.1749,-0.7031,-1.4493,-3.5701,-0.8220,-2.4395,-2.1748
gaia_66885942316710784,0.1752,-4.0760,-0.9948,0.8583,-0.6541,-3.0682,-2.1748
gaia_64346276612274816,0.1714,-0.5430,-4.7106,-7.7135,-0.3069,-2.1489,-2.1748
gaia_64168705486089216,0.1761,-1.4119,1.6029,-2.6469,-1.3444,-1.9147,-2.1748
gaia_69834282744302208,0.1739,-1.3476,-3.7004,0.6665,-0.0231,-2.4397,-2.1748
gaia_69837134602589952,0.1770,0.9948,-0.3815,2.5655,-0.3362,-3.4595,-2.1748
gaia_66763965244167808,0.1749,-1.7278,-1.0308,0.2672,-1.3067,-2.8056,-2.1748
gaia_69960486063896832,0.1615,-10.9876,-15.3159,-5.1711,-32.5567,13.8690,-2.1748
gaia_65604770751295872,0.1941,10.2692,23.1246,7.5332,-8.0547,-8.0985,-2.1748
gaia_70176540098376064,0.1795,4.7979,0.3089,5.9637,31.4177,-34.4332,-2.1748
gaia_66782931820393216,0.1717,-3.0127,-4.3325,-1.5875,-1.1562,-1.3189,-2.1748
gaia_65169943964429952,0.1754,0.9603,-0.1801,-1.2921,-0.7871,-2.5678,-2.1748
gaia_64138400196912896,0.1866,7.6063,14.0333,3.2364,-5.4206,6.0282,-2.1748
gaia_70199629842616064,0.1915,12.7563,14.1746,14.6035,30.2341,-20.5673,-2.1748
gaia_65088275162687104,0.1714,-0.5816,-4.4984,-3.5454,-0.4395,-2.6620,-2.1748
gaia_66734725106867968,0.1789,2.2896,4.0185,2.6895,0.5520,-3.8982,-2.1748
gaia_65173620458875008,0.1751,0.6831,0.1398,-1.2239,0.0812,-2.4901,-2.1748
gaia_66812305099908736,0.1733,-1.1820,-2.6735,0.3882,-23.9859,6.2110,-2.1748
gaia_70194029205283840,0.1832,6.9559,5.5057,9.1073,-0.1452,-0.2719,-2.1748
gaia_66951466337428480,0.1832,4.0709,8.4875,7.6597,-0.8200,-2.2076,-2.1748
gaia_67381787700522240,0.1757,-3.6424,1.2831,4.8248,-1.6385,-3.0453,-2.1748
gaia_65264265743073664,0.1828,7.4592,7.5345,4.5903,-4.9491,16.0284,-2.1748
gaia_68186114813689344,0.1738,2.3140,-2.2120,-0.0851,0.2270,-2.4543,-2.1748
gaia_68261053403709312,0.1726,1.1028,-2.7249,-0.8731,0.3035,-2.3478,-2.1748
gaia_68322454256073344,0.1723,-0.3493,-3.0461,0.4568,-0.9672,-1.7401,-2.1748
gaia_66857458093633280,0.1645,-8.3879,-9.0560,-3.8348,30.9747,7.3706,-2.1748
gaia_66728128037119616,0.1695,-3.1123,-4.1978,-2.1790,-1.9405,-2.3868,-2.1748
gaia_65202383854448384,0.1684,-2.8003,-4.9860,-3.4528,-0.5010,-2.2986,-2.1748
gaia_64021714523841280,0.1718,-0.3388,0.0833,-4.7548,-0.6899,-3.0061,-2.1748
gaia_64717082613203072,0.1922,18.2259,19.9218,8.4199,-18.1172,31.1441,-2.1748
gaia_64967603762044928,0.1719,-0.6028,-0.5028,-2.2611,0.1705,-1.5602,-2.1748
gaia_65393698877913728,0.1731,-2.7985,3.5216,-3.2538,-0.5608,-2.6825,-2.1748
gaia_66740497542906368,0.1683,-3.7525,-4.9535,-2.1816,-1.1218,-2.2092,-2.1748
gaia_64667535869958784,0.1733,3.5972,-0.4586,-2.6153,-0.2483,-2.2597,-2.1748
gaia_63907880710793088,0.1804,5.6067,10.8802,-1.4255,-1.9705,-41.2149,-2.1748
gaia_66521179334108928,0.1726,-0.9250,0.3486,-0.6207,-0.5211,-2.0658,-2.1748
gaia_66942910762588928,0.1781,2.3478,5.1599,5.5180,-0.0423,-2.1609,-2.1748
gaia_68385057699293056,0.1688,-0.9731,-6.2320,-0.4282,0.5548,-1.6650,-2.1748
gaia_67368353043627648,0.1714,-3.9386,-1.5447,3.3152,-0.7682,-1.5340,-2.1748
gaia_66729674225341696,0.1681,-3.3562,-4.4588,-2.2769,-0.0474,-1.9805,-2.1748
gaia_64059407158605568,0.1699,-2.0624,-0.3114,-5.2127,-0.8145,-1.9083,-2.1748
gaia_65011962184337664,0.1648,-5.4498,-7.2460,-5.2939,-0.7749,-1.6522,-2.1748
gaia_65037731987586304,0.1668,-1.5693,-6.2143,-5.3675,-0.7781,-1.8663,-2.1748
gaia_66699712533433600,0.1634,-9.0272,-8.4246,-3.3131,-0.7949,-1.5954,-2.1748
gaia_66468918172339328,0.1719,-2.2349,1.4447,-0.9738,-0.7806,-2.8075,-2.1748
gaia_68513356962056704,0.1662,-0.2973,-9.1499,-1.7575,0.5628,-1.8379,-2.1748
gaia_65113873167733248,0.1571,-6.7603,-16.1711,-9.6159,-0.5847,-1.4624,-2.1748
gaia_63593798341985152,0.1595,-6.4598,-10.6981,-11.2764,-0.6103,-2.4432,-2.1748
gaia_64984951133439232,0.1700,-0.0102,-0.5478,-1.7317,0.2925,-2.2064,-2.1748
gaia_68268165869533568,0.1666,-1.2574,-5.5668,-2.2321,-0.7693,-2.6391,-2.1748
gaia_66469742806047744,0.1661,-5.2117,-3.2178,-3.2673,-1.4765,-2.1528,-2.1748
gaia_68171340126507648,0.1771,8.1305,5.0437,3.2314,-31.3940,24.3672,-2.1748
gaia_68624613795266432,0.1717,3.9418,-2.3875,3.2300,-0.5023,-2.3493,-2.1748
gaia_68591456647799552,0.1720,2.8803,-1.0015,3.6273,-0.3179,-1.8714,-2.1748
gaia_65053915424355584,0.1699,2.3257,-0.9819,-2.3578,-0.2557,-2.6229,-2.1748
gaia_65223583812996864,0.1665,-2.4371,-3.8543,-2.4048,-1.2364,-1.9253,-2.1748
gaia_65675895409522048,0.1592,-9.3136,-9.7620,-7.8279,-0.8016,-1.5354,-2.1748
gaia_69908156181656576,0.1755,4.8894,3.5892,6.1091,0.3258,-1.6696,-2.1748
gaia_65189739470654464,0.1664,-1.6556,-4.1278,-2.9711,-0.2872,-2.4119,-2.1748
gaia_70298895126197504,0.1748,3.6141,2.2714,7.8200,-16.3167,23.0898,-2.1748
gaia_64874454510493440,0.1677,-0.5489,-1.9980,-3.4252,-0.5465,-2.1198,-2.1748
gaia_64092907903452800,0.1657,-3.7648,-1.4672,-5.3793,-0.0895,-2.0938,-2.1748
gaia_68189580851547904,0.1775,10.6258,6.8662,4.0072,-33.1412,5.4038,-2.1748
gaia_65267388182879104,0.1644,-2.3364,-5.3336,-2.9496,-0.3846,-0.7002,-2.1748
gaia_65200283613608704,0.1665,-1.3364,-2.3103,-2.1124,-0.8751,-1.1926,-2.1748
gaia_68141408498321280,0.1687,3.9304,-2.2403,-1.1435,0.1262,-2.6176,-2.1748
gaia_69911867033651200,0.1671,-0.9843,-3.1833,1.6524,-0.5499,-2.8988,-2.1748
gaia_68168419548529920,0.1606,-3.3804,-9.9641,-4.8244,-0.1447,-1.7911,-2.1748
gaia_65213172812266752,0.1655,-2.1513,-3.0516,-2.0315,-1.0633,-0.6728,-2.1748
gaia_65699569269925888,0.1660,-4.7871,-0.1105,-2.6995,-1.3128,-2.5731,-2.1748
gaia_64653383953596032,0.1660,2.0821,-3.3956,-4.6666,0.0636,-2.2406,-2.1748
gaia_63839023796354560,0.1583,-8.1227,-7.4256,-9.8957,-1.3011,-1.9708,-2.1748
gaia_70386512461181824,0.1684,-2.3057,-0.2038,4.6334,-7.9060,28.1206,-2.1748
gaia_66735446661374976,0.1703,1.5338,2.7327,2.0191,-0.1490,-3.0324,-2.1748
gaia_66593437863017984,0.1662,-3.9598,-0.1118,-0.5227,-1.4797,-1.8814,-2.1748
gaia_65702867804200448,0.1856,9.9424,23.7001,9.6558,-1.0322,-2.1959,-2.1748
gaia_65257187636977536,0.1682,2.4915,-0.3171,0.1340,0.6157,-2.6346,-2.1748
gaia_66541142342159232,0.1659,-2.8989,-0.4952,-0.7660,-0.5161,-2.0282,-2.1748
gaia_65269935099961600,0.1669,0.1625,-0.8400,-0.3485,-0.4868,-2.9838,-2.1748
gaia_68364682374473856,0.1569,-5.5876,-12.8571,-4.9259,-0.3832,-1.9383,-2.1748
gaia_66490977124308480,0.1717,0.9200,6.8311,2.4710,0.1171,-3.1058,-2.1748
gaia_68120418994061312,0.1664,3.1194,-2.3269,-1.9030,0.2701,-2.1230,-2.1748
gaia_70175474946486784,0.1687,3.4234,-1.4183,4.8120,-0.6621,-2.1347,-2.1748
gaia_65140398885682688,0.1810,13.1681,15.2374,7.4017,-18.4270,1.3672,-2.1748
gaia_68142374866825216,0.1634,1.4024,-5.8076,-2.9436,0.0210,-2.6508,-2.1748
gaia_65544538129847936,0.1678,-3.8533,4.9306,-0.9327,-1.2194,-2.1056,-2.1748
gaia_66788253282520192,0.1673,0.3771,0.1838,1.2208,-0.5787,-2.2826,-2.1748
gaia_63867645458147200,0.1620,-5.2783,-1.7415,-6.7101,-9.7099,16.7360,-2.1748
gaia_70300887991010304,0.1639,-1.8531,-5.5380,3.2485,-28.1301,15.4155,-2.1748
gaia_66791624833561856,0.1645,-2.0438,-2.1318,-0.1382,-0.3968,-1.0760,-2.1748
gaia_66728265476081408,0.1663,-0.1286,-0.0166,0.0171,0.0909,-1.9605,-2.1748
gaia_67308979414971648,0.1738,0.6346,9.5916,8.1617,-20.2846,-39.5243,-2.1748
gaia_64896101146708224,0.1595,-5.2529,-6.0157,-6.2375,-0.5037,-2.5734,-2.1748
gaia_70123003329050880,0.1607,-3.5073,-8.1476,-0.1798,-0.5052,-1.5279,-2.1748
gaia_65280552259109760,0.1586,-4.7918,-8.7009,-4.2242,0.2697,-1.2574,-2.1748
gaia_69992371901046400,0.1618,-5.3498,-5.0790,1.1630,0.2717,-2.3914,-2.1748
gaia_67095674158497664,0.1654,-4.5501,1.0376,2.8972,-3.5909,-0.5467,-2.1748
gaia_68606918530067072,0.1627,0.0159,-5.9556,1.1626,-0.4322,-2.5174,-2.1748
gaia_64981863053470592,0.1661,1.2337,1.5012,-0.9564,-0.1224,-2.7999,-2.1748
gaia_68300326584600448,0.1701,4.9359,4.3227,3.9078,-0.3585,-2.4454,-2.1748
gaia_66800244832257280,0.1634,-1.1327,-2.3609,-0.0013,0.4904,-2.2176,-2.1748
gaia_68262973252098304,0.1642,1.7421,-2.1950,-0.4957,-0.2578,-3.1116,-2.1748
gaia_66470567439742208,0.1609,-5.1248,-2.4217,-2.8932,-1.6456,-1.9183,-2.1748
gaia_64900739711320960,0.1616,-2.0434,-2.2077,-4.3201,-1.4164,-1.6734,-2.1748
gaia_67832346947351424,0.1631,4.0207,-4.3665,-1.5300,0.6473,-2.0649,-2.1748
gaia_64909153549943296,0.1614,-2.2586,-1.8114,-3.8863,-1.8041,-2.5611,-2.1748
gaia_68356367317952128,0.1587,-1.6805,-8.2826,-2.0819,-0.5922,-1.9012,-2.1748
gaia_70092186940849280,0.1794,13.4825,14.7945,12.8137,-27.4978,22.1311,-2.1748
gaia_68145776480904064,0.1585,-0.5582,-7.4518,-3.9079,-0.2972,-2.1995,-2.1748
gaia_65807218329068544,0.1652,-2.8760,4.6530,0.5598,-0.9277,-1.9906,-2.1748
gaia_65430150263676800,0.1535,-10.1098,-7.6990,-8.1959,-2.5684,-2.0088,-2.1748
gaia_69864313154046592,0.1614,-1.2269,-3.3147,1.3748,-0.9479,-3.9717,-2.1748
gaia_70143314231433600,0.1768,11.0196,12.9989,13.1179,-0.2438,-2.3795,-2.1748
gaia_66714177981308800,0.1615,-1.1075,-0.9355,-0.8070,-0.6040,-1.6574,-2.1748
gaia_64804360644343424,0.1589,-1.8512,-2.8850,-4.9127,-0.5318,-2.7491,-2.1748
gaia_65147438335354624,0.1607,1.4342,-2.9327,-2.1108,0.0690,-2.6765,-2.1748
gaia_66765855029760768,0.1618,-1.4147,-0.1469,0.8042,-1.2830,-3.9189,-2.1748
gaia_65042439271761280,0.1601,1.3268,-2.8990,-3.7138,0.7239,-2.3424,-2.1748
gaia_65229184450247296,0.1587,-2.2519,-4.0715,-2.0858,-1.3139,-1.2931,-2.1748
gaia_66628995894842624,0.1574,-7.0918,-3.5016,-1.6585,-0.5993,-1.8568,-2.1748
gaia_65011481147922560,0.1630,0.8379,1.6397,-0.2811,-1.1636,-1.9914,-2.1748
gaia_65175480179315840,0.1576,-2.3243,-4.7723,-3.7132,-0.1511,-1.6848,-2.1748
gaia_65048894605947648,0.1738,12.2881,13.5728,4.9201,24.2689,-15.2230,-2.1748
gaia_65226092073881856,0.1629,0.9658,1.6283,0.7555,-0.4273,-2.6016,-2.1748
gaia_70035940049650048,0.1574,-3.4135,-6.4964,1.0142,16.6027,17.7038,-2.1748
gaia_65069647888126848,0.1706,8.8162,10.5233,3.5495,-19.4237,46.4101,-2.1748
gaia_68367190635351936,0.1595,0.0755,-4.0132,0.2229,-0.3441,-2.5187,-2.1748
gaia_63989691247627776,0.1569,-1.8890,-3.9320,-7.2125,-0.6178,-1.5745,-2.1748
gaia_65666102884206848,0.1661,0.8509,8.2322,1.0426,-1.4191,-1.8740,-2.1748
gaia_64915754917051520,0.1574,-3.5539,-2.8057,-4.7655,0.3165,-2.4228,-2.1748
gaia_68298093201624960,0.1563,-1.9819,-6.2580,-2.1333,0.0480,-1.4885,-2.1748
gaia_68254765570883712,0.1592,2.2500,-4.4332,-0.2913,-0.0641,-2.8642,-2.1748
gaia_69930764889482752,0.1595,-0.6629,-3.2851,2.2675,0.2293,-3.3628,-2.1748
gaia_64818203322590208,0.1544,-2.4503,-6.8419,-6.9684,-0.2466,-2.5814,-2.1748
gaia_66945174207083648,0.1646,1.6442,4.3142,5.2424,33.6473,3.1104,-2.1748
gaia_70044456967585280,0.1621,0.5727,0.2916,5.2068,0.0219,-3.2457,-2.1748
gaia_64734709159049600,0.1599,3.5657,-1.6561,-2.2527,0.2162,-1.2361,-2.1748
gaia_68223017172733056,0.1505,-3.9792,-12.7090,-6.0125,-6.0869,8.2446,-2.1748
gaia_70247213783713280,0.1536,-4.6814,-9.5477,0.3531,0.9561,10.9259,-2.1748
gaia_67401269671984128,0.1656,0.4721,6.4422,8.4501,7.7000,-4.4989,-2.1748
gaia_70129913933603328,0.1518,-5.5932,-11.2498,-1.4945,0.0873,-2.3946,-2.1748
gaia_64946025846426752,0.1580,-1.8765,-0.8060,-2.7210,-0.9262,-3.3558,-2.1748
gaia_65280036863012864,0.1611,1.4058,1.3323,1.3393,-0.4949,-2.2872,-2.1748
gaia_68556508497159936,0.1592,2.1673,-3.3555,1.6845,0.0741,-3.1747,-2.1748
gaia_64974574492213248,0.1557,-1.6203,-3.4671,-3.8191,0.2552,-1.5837,-2.1748
gaia_65263612908043392,0.1540,-1.9944,-6.1495,-2.8309,-0.2025,-1.7739,-2.1748
gaia_65254576296865152,0.1574,1.1557,-2.2202,-1.0533,-0.4934,-2.3387,-2.1748
gaia_65019246448775424,0.1563,-2.0664,-1.8133,-1.9220,-0.3474,-0.9517,-2.1748
gaia_66681501872591104,0.1751,9.2273,21.9937,12.7486,-45.8780,-35.0140,-2.1748
gaia_65008010814357248,0.1569,-0.7386,-1.1472,-2.0327,-0.9816,-2.0042,-2.1748
gaia_68206524498415360,0.1474,-4.0223,-14.6792,-7.0406,10.5390,12.6134,-2.1748
gaia_64933759417767424,0.1549,-2.7483,-2.2347,-3.8342,-2.4157,0.0150,-2.1748
gaia_64117784354039040,0.1606,1.3885,5.9707,-1.4962,-1.1356,-2.8228,-2.1748
gaia_64990792288875264,0.1534,-3.0287,-3.7809,-3.9202,-1.1664,-2.0217,-2.1748
gaia_68468203969427200,0.1597,5.5883,-0.6649,3.1544,0.1790,-2.6300,-2.1748
gaia_68449757086421760,0.1498,-2.6331,-11.2052,-3.5128,-0.1249,-1.4077,-2.1748
gaia_69898294936767488,0.1557,0.1889,-3.7562,1.4255,-0.4678,-1.8273,-2.1748
gaia_66719194505127168,0.1571,-0.7636,0.6955,0.1638,0.3314,-3.1349,-2.1748
gaia_70247218079697280,0.1511,-4.3734,-9.0914,0.6231,1.0867,10.3751,-2.1748
gaia_65216363971331072,0.1519,-3.0983,-5.7552,-3.4651,-1.1176,-2.1125,-2.1748
gaia_69838131035001856,0.1513,-3.5464,-7.4677,-1.2513,-0.0093,-2.8215,-2.1748
gaia_68584034944338560,0.1586,3.5370,0.0476,3.7013,0.3426,-3.1151,-2.1748
gaia_68381793524163968,0.1529,-0.5821,-5.7767,-0.4871,0.1751,-2.4772,-2.1748
gaia_66915560410893440,0.1593,-0.6567,4.5583,5.1337,-1.2460,-2.3586,-2.1748
gaia_68559738312482048,0.1549,2.1123,-4.1438,1.0741,-0.1626,-0.7833,-2.1748
gaia_66850517426494208,0.1559,-2.0464,0.8245,1.1391,-0.5035,-2.2278,-2.1748
gaia_67006304478724736,0.1682,4.1874,17.6171,10.2496,-24.3969,16.5811,-2.1748
gaia_65225469302220800,0.1533,-1.8966,-2.7745,-1.6694,0.4136,-1.9598,-2.1748
gaia_66609793098388864,0.1563,-3.1761,2.6855,1.0097,2.5710,41.5043,-2.1748
gaia_65264506261240448,0.1519,-1.4550,-5.4733,-2.3577,-1.1363,-1.6050,-2.1748
gaia_70024356520465664,0.1535,-2.2887,-3.6809,2.4381,0.5186,-3.0320,-2.1748
gaia_65263097511969792,0.1545,0.9526,-2.0792,-0.6761,-0.1236,-2.8275,-2.1748
gaia_69912309413652864,0.1531,-1.7357,-4.1832,1.1215,-0.0520,-3.2456,-2.1748
gaia_65206674525036672,0.1549,-0.3206,-0.2250,-0.9200,-0.4988,-2.7931,-2.1748
gaia_64966916567283456,0.1544,-0.3590,-0.3679,-2.2897,-1.0332,-2.7572,-2.1748
gaia_66808839062339712,0.1529,-1.8267,-2.7765,0.0177,-0.3384,-1.4501,-2.1748
gaia_68118907165534976,0.1674,14.4884,13.4942,6.4707,-35.9874,5.2752,-2.1748
gaia_63998899656059904,0.1706,14.1938,21.5625,5.5805,-33.8890,12.6314,-2.1748
gaia_66757746131459200,0.1533,-2.6417,-0.6606,0.4278,-0.6640,-3.4785,-2.1748
gaia_67278158729741696,0.1501,-6.6083,-4.1458,0.0492,-1.9848,-2.2955,-2.1748
gaia_70138499571946752,0.1626,7.0147,8.1765,10.1789,-0.9942,-1.3126,-2.1748
gaia_66880307319457408,0.1553,-1.2099,2.2073,3.1004,-0.7120,-2.9549,-2.1748
gaia_66717987616472704,0.1511,-2.5729,-2.7452,-1.4269,-0.2108,-1.5917,-2.1748
gaia_63937700667501184,0.1472,-4.6042,-4.8110,-8.5025,-0.9700,-2.7207,-2.1748
gaia_65585357499261056,0.1640,6.2495,17.2325,3.8308,41.4199,38.9008,-2.1748
gaia_66445038154189952,0.1513,-3.1156,-0.3396,-1.9810,-1.2705,-2.4640,-2.1748
gaia_64928674178659968,0.1513,-2.0580,-0.3600,-2.9674,-0.1033,-2.0018,-2.1748
gaia_66982458821495424,0.1490,-5.5670,-4.7319,0.6381,-0.6087,-2.8229,-2.1748
gaia_68594823902190720,0.1668,14.0301,14.3021,12.2713,30.3144,-9.0813,-2.1748
gaia_64430939007563520,0.1483,-0.4457,-5.0986,-6.7105,0.1723,-3.7002,-2.1748
gaia_68126053991152000,0.1633,12.7006,11.7070,5.6404,-1.6218,23.3224,-2.1748
gaia_68127050423764224,0.1681,17.0029,17.7735,8.9757,-15.4182,-2.9883,-2.1748
gaia_66570176320196352,0.1685,9.8251,22.8826,10.6833,-3.9124,-3.8681,-2.1748
gaia_68468203969428736,0.1642,14.0041,11.1153,9.8969,-0.7970,8.8721,-2.1748
gaia_68268303308484224,0.1492,-0.6897,-4.6594,-1.7032,-1.0502,-2.1190,-2.1748
gaia_64927368508592512,0.1503,-2.4723,-0.4554,-3.0124,-1.0551,-3.2140,-2.1748
gaia_66441323003146112,0.1516,-2.0059,1.2743,-1.5457,-1.5413,-2.3675,-2.1748
gaia_68368629448159616,0.1502,0.2986,-4.1144,0.1926,-2.7582,18.8699,-2.1748
gaia_69824730737081600,0.1509,-0.0201,-2.5518,0.8985,0.5416,-1.9482,-2.1748
gaia_65161560188203776,0.1423,-6.3668,-11.2661,-7.7117,-0.0828,-2.9721,-2.1748
gaia_70128157289925504,0.1534,2.0343,-0.5887,4.6331,51.0787,-23.1514,-2.1748
gaia_66728089380491648,0.1518,-0.2135,0.1170,0.1604,-0.4755,-3.1498,-2.1748
gaia_64057895330132224,0.1527,0.6609,3.7729,-3.3981,-0.2750,-2.6422,-2.1748
gaia_68387114987849856,0.1666,15.0476,16.3823,12.5088,19.3303,28.0124,-2.1748
gaia_68319529381881344,0.1473,-2.1132,-6.3067,-1.6451,-0.2924,-3.2567,-2.1748
gaia_66728089380492160,0.1517,0.0497,0.5334,0.3838,-0.7146,-1.6224,-2.1748
gaia_70241033326866944,0.1508,-1.3694,-2.8307,4.2985,-0.2557,-2.0987,-2.1748
gaia_65431185353051776,0.1504,-3.8022,2.4230,-3.0713,-0.6080,-2.1198,-2.1748
gaia_66728128034922624,0.1462,-4.1795,-5.8302,-3.0573,-1.0663,-1.9192,-2.1748
gaia_65007942094880640,0.1541,2.7102,4.1284,0.7128,-1.3252,-1.9207,-2.1748
gaia_66562342296619520,0.1434,-7.9378,-8.2247,-4.4387,-1.8686,-1.0353,-2.1748
gaia_64827416028771456,0.1403,-6.0621,-12.6275,-10.0061,-27.7965,-18.3366,-2.1748
gaia_64160940185240064,0.1515,-0.5406,2.7980,-2.3682,-0.7509,-1.3464,-2.1748
gaia_66876596467931776,0.1471,-4.7929,-4.2095,-0.3710,-1.0754,-3.2299,-2.1748
gaia_68283421593270400,0.1483,0.4396,-4.5685,-0.9951,-0.4253,-2.3189,-2.1748
gaia_67304959325424768,0.1478,-5.7753,-2.6576,1.7703,-0.5429,-2.7723,-2.1748
gaia_65831235786331264,0.1565,0.4858,10.9317,3.9330,-6.0665,27.8002,-2.1748
gaia_66824472743376768,0.1516,-0.0970,1.7931,2.4597,-1.0418,-2.9621,-2.1748
gaia_64032503481665280,0.1477,-1.2253,-1.2395,-5.0179,-0.1299,-2.1920,-2.1748
gaia_66791483097102464,0.1513,0.6291,1.8701,2.0244,-0.2149,-2.0835,-2.1748
gaia_70180216590377600,0.1447,-2.1173,-9.5357,0.3086,-0.2656,-2.3456,-2.1748
gaia_65688539793220480,0.1484,-3.0351,0.4654,-2.0917,-0.3191,-3.6213,-2.1748
gaia_68589218968288512,0.1630,13.9506,14.7808,12.5148,-1.1688,10.8671,-2.1748
gaia_68192093408157568,0.1506,5.8553,-0.5571,0.2050,0.3579,-1.6154,-2.1748
gaia_64157023175179776,0.1471,-2.9309,0.0881,-3.5312,-0.9189,-1.0006,-2.1748
gaia_66729635568719872,0.1456,-2.8978,-3.8012,-1.9573,-0.5126,-1.0889,-2.1748
gaia_69806039039416832,0.1451,-2.3781,-5.1853,-1.2297,-0.5411,-1.2935,-2.1748
gaia_68282837477714816,0.1478,1.9669,-2.0961,0.2901,0.2339,-2.3223,-2.1748
gaia_63604067608056448,0.1498,3.8261,3.2331,-4.2103,-6.9133,13.7428,-2.1748
gaia_65156891560085504,0.1476,1.9770,-1.3132,-0.8050,0.7786,-2.1225,-2.1748
gaia_65219078390661504,0.1423,-3.6375,-6.7853,-3.9795,-44.8218,38.3646,-2.1748
gaia_66801795315987584,0.1512,3.0896,3.9768,3.6771,-0.2876,-3.2928,-2.1748
gaia_66750358787789056,0.1398,-7.2306,-9.2088,-4.5387,-1.6848,-1.6332,-2.1748
gaia_64950625753906176,0.1459,-0.3692,-0.9798,-3.4578,-1.1634,-1.7395,-2.1748
gaia_64925444363253632,0.1423,-4.7942,-4.4906,-5.1522,-0.1528,-0.6802,-2.1748
gaia_66716136489019008,0.1450,-1.9308,-2.2044,-1.2030,-0.9727,-1.7990,-2.1748
gaia_64942001460286080,0.1439,-2.7346,-1.6928,-3.3293,-0.4375,-2.5438,-2.1748
gaia_68464909730964096,0.1595,15.8274,13.4923,10.8885,-27.7608,23.1428,-2.1748
gaia_66771764904729984,0.1445,-2.8638,-1.8008,-0.0084,-0.7076,-1.8021,-2.1748
gaia_68232603539842944,0.1398,-2.2912,-9.8230,-4.1075,-0.1511,-1.7150,-2.1748
gaia_65155856471318912,0.1476,3.3290,0.9837,0.2695,0.8542,-3.6233,-2.1748
gaia_68575440712940288,0.1541,9.4132,7.5872,7.6047,-38.4251,-36.5472,-2.1748
gaia_68261946756899456,0.1430,-0.6187,-4.9848,-1.9708,0.2131,-0.9037,-2.1748
gaia_66525096340629504,0.1456,-1.3858,0.4300,-0.5740,-1.6005,-2.6203,-2.1748
gaia_68232191222851456,0.1446,1.9131,-3.6355,-0.7369,0.2935,-3.2918,-2.1748
gaia_68458514523905408,0.1462,4.1561,-2.8795,1.4183,-0.0544,-2.2261,-2.1748
gaia_66453181412027392,0.1455,-1.2984,1.2624,-1.0129,-0.7617,-2.7648,-2.1748
gaia_65531515789166976,0.1496,-1.1921,9.1684,0.5654,-1.3391,-2.2746,-2.1748
gaia_70458560534779520,0.1341,-11.0346,-15.2341,-2.8940,4.2123,-2.7029,-2.1748
gaia_69990001079112320,0.1608,10.9471,19.6159,15.4833,-1.8771,-2.8828,-2.1748
gaia_65283094877491200,0.1443,-0.5806,-1.6730,-0.2423,-0.0113,-1.9377,-2.1748
gaia_66431775295228288,0.1407,-5.0008,-3.8219,-4.3520,-0.1769,-1.6798,-2.1748
gaia_70010303387697024,0.1426,-3.9940,-3.3174,2.6094,-0.2334,-1.8955,-2.1748
gaia_66990773878094464,0.1605,10.6965,20.8008,15.9479,7.7010,-8.8128,-2.1748
gaia_69894962042148096,0.1410,-1.6192,-6.3222,-0.1453,-0.1893,-2.8007,-2.1748
gaia_64453685154291968,0.1414,0.6293,-3.9370,-5.6508,-0.3191,-1.7839,-2.1748
gaia_67294715824940416,0.1510,2.4491,9.8789,8.3862,-16.5060,0.1472,-2.1748
gaia_69873208032004992,0.1511,6.0452,8.1206,8.2581,-15.5065,25.4519,-2.1748
gaia_64988803720689408,0.1435,-0.2483,1.2390,-1.3209,-0.5405,-2.6380,-2.1748
gaia_65265674492422784,0.1411,-0.5997,-3.8565,-1.4688,0.0709,-1.8910,-2.1748
gaia_64453887017111808,0.1416,1.6399,-2.3972,-4.8218,0.3416,-2.6732,-2.1748
gaia_66522137109124096,0.1439,0.0792,1.5672,0.1318,0.2302,-3.5791,-2.1748
gaia_64024081049308800,0.1410,-0.6197,-1.0092,-5.1891,-0.9478,-1.4880,-2.1748
gaia_66460225158376192,0.1405,-3.4126,-1.8060,-2.4212,-0.8710,-2.6674,-2.1748
gaia_65298208867376384,0.1432,1.0996,-0.4523,0.7959,-0.0743,-1.8969,-2.1748
gaia_64756016492517888,0.1301,-9.0974,-14.9670,-11.7886,25.8290,6.5740,-2.1748
gaia_65611745778297216,0.1463,0.3408,7.6741,0.0209,-6.0443,9.6040,-2.1748
gaia_68145707761492608,0.1439,4.5188,-0.1785,-0.0104,0.2828,-2.1190,-2.1748
gaia_66767843597097856,0.1410,-2.0994,-1.9713,-0.1474,-0.5429,-2.5024,-2.1748
gaia_65162492198224768,0.1399,-1.1302,-3.2860,-3.4326,-0.1888,-2.5615,-2.1748
gaia_63995562466405760,0.1442,2.5222,3.9346,-3.1952,0.6246,-2.6898,-2.1748
gaia_65042645428743680,0.1387,-0.2764,-5.1908,-4.8159,-0.4342,-1.7712,-2.1748
gaia_66551686483467904,0.1421,-1.3633,1.1932,0.1938,-0.1767,-1.7766,-2.1748
